date,open,high,low,close,volume,dividend,ratio
2017-10-02,0.003907,0.004432,0.002837,0.003589,635294.0,0.0,1
2017-10-03,0.004041,0.004117,0.00278,0.002974,228008.0,0.0,1
2017-10-04,0.003355,0.003486,0.002724,0.002974,95853.0,0.0,1
2017-10-05,0.00336,0.003283,0.002584,0.002798,55086.0,0.0,1
2017-10-06,0.003133,0.003219,0.00238,0.002619,48247.0,0.0,1
2017-10-07,0.002952,0.003173,0.002408,0.002835,61561.0,0.0,1
2017-10-08,0.003176,0.003376,0.00264,0.00284,54978.0,0.0,1
2017-10-09,0.003211,0.003395,0.002672,0.002975,49344.0,0.0,1
2017-10-10,0.003348,0.003296,0.002654,0.002942,30446.0,0.0,1
2017-10-11,0.003315,0.003451,0.002712,0.003124,26710.0,0.0,1
2017-10-12,0.003517,0.003915,0.002865,0.003471,41906.0,0.0,1
2017-10-13,0.003899,0.004579,0.003142,0.004081,92079.0,0.0,1
2017-10-14,0.004599,0.004994,0.003499,0.003944,214914.0,0.0,1
2017-10-15,0.004499,0.004548,0.003489,0.003805,102293.0,0.0,1
2017-10-16,0.004292,0.004351,0.003492,0.003733,49320.0,0.0,1
2017-10-17,0.004214,0.004624,0.003199,0.003816,61184.0,0.0,1
2017-10-18,0.004277,0.004256,0.003335,0.003709,34942.0,0.0,1
2017-10-19,0.004197,0.00413,0.003429,0.003725,20184.0,0.0,1
2017-10-20,0.004209,0.004695,0.003524,0.004221,50337.0,0.0,1
2017-10-21,0.004752,0.004886,0.00373,0.004105,58965.0,0.0,1
2017-10-22,0.004639,0.004597,0.003516,0.003797,32920.0,0.0,1
2017-10-23,0.004281,0.004315,0.003203,0.003602,25513.0,0.0,1
2017-10-24,0.004037,0.004331,0.003226,0.003773,60227.0,0.0,1
2017-10-25,0.004235,0.00433,0.003483,0.0039,29517.0,0.0,1
2017-10-26,0.004383,0.004439,0.003593,0.00389,20740.0,0.0,1
2017-10-27,0.004413,0.004383,0.003578,0.003902,23661.0,0.0,1
2017-10-28,0.00441,0.004883,0.003612,0.004341,24574.0,0.0,1
2017-10-29,0.00486,0.01137,0.003974,0.007773,145923.0,0.0,1
2017-10-30,0.008736,0.01331,0.00687,0.007974,847760.0,0.0,1
2017-10-31,0.009093,0.009138,0.006036,0.007178,429877.0,0.0,1
2017-11-01,0.008128,0.008654,0.005919,0.006782,203923.0,0.0,1
2017-11-02,0.007671,0.010974,0.006019,0.008399,358544.0,0.0,1
2017-11-03,0.009661,0.010544,0.007355,0.008457,338400.0,0.0,1
2017-11-04,0.009534,0.011329,0.007955,0.009069,275960.0,0.0,1
2017-11-05,0.01031,0.014188,0.008515,0.012443,462458.0,0.0,1
2017-11-06,0.014114,0.01624,0.010592,0.012821,718902.0,0.0,1
2017-11-07,0.014608,0.014633,0.010145,0.011205,491171.0,0.0,1
2017-11-08,0.012679,0.013798,0.00995,0.010759,341065.0,0.0,1
2017-11-09,0.012409,0.014009,0.010216,0.012111,371917.0,0.0,1
2017-11-10,0.013638,0.014853,0.010367,0.012553,278182.0,0.0,1
2017-11-11,0.014081,0.015041,0.010561,0.011678,281164.0,0.0,1
2017-11-12,0.013217,0.015151,0.009947,0.012535,224103.0,0.0,1
2017-11-13,0.013982,0.01477,0.010451,0.011735,303798.0,0.0,1
2017-11-14,0.013335,0.013148,0.007662,0.009968,144279.0,0.0,1
2017-11-15,0.011364,0.012258,0.009143,0.009996,112870.0,0.0,1
2017-11-16,0.011533,0.011332,0.008348,0.009741,138704.0,0.0,1
2017-11-17,0.011046,0.011613,0.009076,0.010223,165360.0,0.0,1
2017-11-18,0.011516,0.012015,0.009026,0.00987,188450.0,0.0,1
2017-11-19,0.011263,0.011661,0.008889,0.009752,166674.0,0.0,1
2017-11-20,0.01098,0.011713,0.008602,0.01034,264587.0,0.0,1
2017-11-21,0.011679,0.012203,0.009562,0.010424,267492.0,0.0,1
2017-11-22,0.011745,0.012616,0.00941,0.011034,237968.0,0.0,1
2017-11-23,0.012441,0.012989,0.01003,0.011384,235316.0,0.0,1
2017-11-24,0.012817,0.013044,0.010181,0.011257,220016.0,0.0,1
2017-11-25,0.012712,0.013814,0.010698,0.011865,285984.0,0.0,1
2017-11-26,0.013419,0.021378,0.010886,0.016745,555666.0,0.0,1
2017-11-27,0.018975,0.025353,0.015025,0.022008,1159426.0,0.0,1
2017-11-28,0.024622,0.032877,0.017036,0.02508,1336742.0,0.0,1
2017-11-29,0.028588,0.032627,0.020618,0.02404,3161550.0,0.0,1
2017-11-30,0.027215,0.037663,0.023005,0.031203,1580209.0,0.0,1
2017-12-01,0.035079,0.035787,0.02376,0.031781,1503061.0,0.0,1
2017-12-02,0.035861,0.041552,0.03025,0.033665,1167634.0,0.0,1
2017-12-03,0.03802,0.038271,0.027477,0.030062,878183.0,0.0,1
2017-12-04,0.034135,0.034087,0.024415,0.02718,793063.0,0.0,1
2017-12-05,0.03079,0.032163,0.024813,0.027468,711121.0,0.0,1
2017-12-06,0.031055,0.03207,0.024579,0.026198,696219.0,0.0,1
2017-12-07,0.029583,0.029659,0.021126,0.023093,743181.0,0.0,1
2017-12-08,0.025918,0.027735,0.019737,0.022069,662697.0,0.0,1
2017-12-09,0.024909,0.027022,0.016679,0.01895,675060.0,0.0,1
2017-12-10,0.021278,0.025591,0.015584,0.022187,614672.0,0.0,1
2017-12-11,0.024671,0.02593,0.019452,0.022059,659336.0,0.0,1
2017-12-12,0.025023,0.027234,0.019149,0.023458,628220.0,0.0,1
2017-12-13,0.026574,0.027877,0.021512,0.024728,684721.0,0.0,1
2017-12-14,0.027937,0.036063,0.020662,0.030489,1238586.0,0.0,1
2017-12-15,0.034519,0.03561,0.025267,0.029438,2732068.0,0.0,1
2017-12-16,0.03323,0.057079,0.027097,0.048317,2519111.0,0.0,1
2017-12-17,0.053997,0.06728,0.043452,0.054619,6734294.0,0.0,1
2017-12-18,0.061724,0.06391,0.050218,0.057754,3034790.0,0.0,1
2017-12-19,0.065478,0.071362,0.052885,0.059038,2695374.0,0.0,1
2017-12-20,0.066571,0.065588,0.048591,0.05528,1546087.0,0.0,1
2017-12-21,0.062014,0.064328,0.048786,0.053961,1471672.0,0.0,1
2017-12-22,0.061374,0.059629,0.035495,0.04749,1266684.0,0.0,1
2017-12-23,0.053737,0.05582,0.042254,0.045251,1043972.0,0.0,1
2017-12-24,0.051225,0.051233,0.036931,0.045016,655337.0,0.0,1
2017-12-25,0.050649,0.054696,0.037461,0.04519,793013.0,0.0,1
2017-12-26,0.051057,0.05158,0.039396,0.046411,932016.0,0.0,1
2017-12-27,0.052171,0.052182,0.040343,0.046015,706982.0,0.0,1
2017-12-28,0.051818,0.051071,0.038306,0.044523,692454.0,0.0,1
2017-12-29,0.050265,0.063308,0.039244,0.05254,1244486.0,0.0,1
2017-12-30,0.059289,0.079951,0.04467,0.0633,4077143.0,0.0,1
2017-12-31,0.070871,0.084094,0.059079,0.072094,3802552.0,0.0,1
2018-01-01,0.080981,0.081341,0.064209,0.073606,1380268.0,0.0,1
2018-01-02,0.083106,0.089978,0.067309,0.079626,1614004.0,0.0,1
2018-01-03,0.089836,0.117823,0.074539,0.103982,3930019.0,0.0,1
2018-01-04,0.119155,0.139354,0.094662,0.107867,5262949.0,0.0,1
2018-01-05,0.125224,0.132491,0.086448,0.098316,3590242.0,0.0,1
