Date,Open,High,Low,Close,Volume,Market Cap
2017-10-02,0.4068897749068318,0.4673178097539001,0.31313586665861537,0.39178091719876423,489477.9835721081,8838256.50009967
2017-10-03,0.4208248575153316,0.4340415902939298,0.30684554153987165,0.3245978968231137,175674.85012536487,10573253.820362696
2017-10-04,0.3493692297748869,0.3675392727778566,0.30063692644759554,0.32460409637479415,73852.3198081624,8873603.808955511
2017-10-05,0.3499341275712067,0.3461187086502383,0.2852046913087766,0.3054249700382659,42442.62626043207,8644952.355857419
2017-10-06,0.32628124606105435,0.33936768348419827,0.26268787306107105,0.2859250647383169,37173.16897037114,8131678.519858971
2017-10-07,0.30742570225041244,0.3345449052430661,0.26577125723134504,0.309496516037247,47431.122277268936,7825372.914720907
2017-10-08,0.3307030457515757,0.3559191435093152,0.2914287221687199,0.3100276970694305,42358.874796924596,8795488.589776972
2017-10-09,0.3344093123519568,0.3579489186656835,0.2949773562367905,0.32473052704679767,38018.00253425514,8707460.202243274
2017-10-10,0.3486390038232099,0.3474883124481176,0.29294763194490786,0.32113837477560697,23458.033205779688,8832786.996461717
2017-10-11,0.34521222077822594,0.3638114326365537,0.2993711452370863,0.34099654336534135,20579.110659411526,8783919.85606856
2017-10-12,0.36627761420856675,0.41280028710813155,0.31621577282505303,0.3788462031875689,32287.204992863528,9591872.98030379
2017-10-13,0.406015050273441,0.48277799564287943,0.34684156162987045,0.4454820461569467,70944.86929434475,11301362.895511992
2017-10-14,0.4789792549591613,0.5264917343005809,0.38626815776552176,0.4305339320654043,165585.84501838638,13615111.517959287
2017-10-15,0.46851994532920654,0.479550154966649,0.38516199571250853,0.4153061780107905,78814.55841258088,12861809.12297032
2017-10-16,0.4469236834700153,0.4587216853472754,0.3855006536510427,0.407529758879662,37999.755368573875,11845444.22007977
2017-10-17,0.4388575804872613,0.48753675573387834,0.3530978724246234,0.4165823672048796,47141.03302260262,10962876.069858754
2017-10-18,0.445382353902071,0.44867056249728926,0.36810983185318424,0.4048978291454595,26921.747942575836,10441204.0794085
2017-10-19,0.4371062058069495,0.43546621427586046,0.3784930109983758,0.40664505032633785,15551.125227031785,10655983.23164455
2017-10-20,0.4383396030623658,0.494967334828764,0.3890151257875327,0.4607539624500748,38783.09424391677,11575933.656127144
2017-10-21,0.4948910577052902,0.5151617869078217,0.41169123107565714,0.44812139047842114,45431.284414519425,11917706.550739765
2017-10-22,0.4831303538629547,0.48463035196072024,0.3881166568389413,0.4144599296391881,25364.125945611642,11264598.837706577
2017-10-23,0.44580491524577487,0.4549034202014995,0.35355084321603786,0.3932248961110217,19657.207881962895,10574637.40655027
2017-10-24,0.4203947901477593,0.4566606956494032,0.35607095682336704,0.4118991512411712,46403.31607525082,11023824.214113567
2017-10-25,0.4410606242334663,0.45648815534816656,0.38443692878011726,0.4257625159983891,22741.75524135016,10846898.596050298
2017-10-26,0.45641299653399425,0.46802418551639846,0.39663819983521503,0.42463950739373985,15979.85205361293,10872381.32670841
2017-10-27,0.4595239190930911,0.46209911088371436,0.3949247340301038,0.4259176291641245,18229.86270409738,10662068.451396398
2017-10-28,0.4592453313183203,0.5148703702155467,0.39874951422239846,0.4739166630608799,18933.915254322168,10493590.285152033
2017-10-29,0.5060926091029089,1.198719426045017,0.4386645900003023,0.8484524270311609,112430.39124332945,10969692.030549334
2017-10-30,0.9097841485804048,1.4032853407922121,0.7583695202601827,0.8704939093398939,653177.7775179234,11316678.764250228
2017-10-31,0.9469592299046484,0.9634578862429791,0.6662468946096863,0.7835811410260645,331209.2584498369,11892343.064428976
2017-11-01,0.8464029123675896,0.9123635380725591,0.6533570156968951,0.7403744371160365,157117.91554736265,10095082.14196608
2017-11-02,0.7988221755840064,1.156987628586762,0.6643810424189828,0.9167803649209489,276249.1957388723,9238423.929678297
2017-11-03,1.0060881954845469,1.111735257971936,0.8118726680764384,0.9231163928433388,260728.8592271676,8792128.57763913
2017-11-04,0.9928395897256433,1.194394896258685,0.8780933721697859,0.9899536925407055,212620.04468685246,9198021.074368656
2017-11-05,1.0736949833564269,1.4958275494776954,0.9399102960740984,1.3582613467104432,356312.71456865413,9003989.139406057
2017-11-06,1.4697812011682605,1.712261720758336,1.1691783531635958,1.3995781345116372,553896.4153398235,8906967.481265109
2017-11-07,1.5212309277363354,1.5427937644128011,1.1197903573453327,1.2230829446431761,378435.25251739816,8935908.949394725
